element,species,degeneracy,energy_ev
Cr,1,9,5.24
Cr,1,11,5.24
Cr,1,5,5.27
Cr,1,7,5.27
Cr,1,9,5.28
Cr,1,11,5.28
Cr,1,13,5.28
Cr,1,5,5.35
Cr,1,9,5.46
Cr,1,7,5.46
Cr,1,5,5.47
Cr,1,3,5.47
Cr,1,1,5.47
Cr,1,3,5.47
Cr,1,5,5.48
Cr,1,7,5.49
Cr,1,9,5.49
Cr,1,11,5.49
Cr,1,13,5.5
Cr,1,15,5.52
Cr,1,17,5.54
Cr,1,5,5.49
Cr,1,7,5.5
Cr,1,9,5.52
Cr,1,11,5.53
Cr,1,13,5.55
Cr,1,3,5.54
Cr,1,5,5.56
Cr,1,7,5.59
Cr,1,3,5.6
Cr,1,5,5.61
Cr,1,7,5.61
Cr,1,9,5.61
Cr,1,11,5.62
Cr,1,13,5.62
Cr,1,11,5.62
Cr,1,9,5.62
Cr,1,7,5.65
Cr,1,9,5.66
Cr,1,11,5.66
Cr,1,13,5.67
Cr,1,15,5.67
Cr,1,7,5.66
Cr,1,3,5.67
Cr,1,1,5.67
Cr,1,5,5.67
Cr,1,5,5.7
Cr,1,7,5.7
Cr,1,9,5.71
Cr,1,5,5.7
Cr,1,3,5.71
Cr,1,5,5.72
Cr,1,7,5.72
Cr,1,1,5.71
Cr,1,3,5.74
Cr,1,5,5.75
Cr,1,7,5.75
Cr,1,9,5.76
Cr,1,3,5.76
Cr,1,5,5.77
Cr,1,7,5.78
Cr,1,9,5.8
Cr,1,11,5.82
Cr,1,5,5.79
Cr,1,3,5.79
Cr,1,7,5.79
Cr,1,11,5.79
Cr,1,9,5.79
Cr,1,7,5.81
Cr,1,9,5.82
Cr,1,11,5.83
Cr,1,7,5.81
Cr,1,5,5.82
Cr,1,3,5.83
Cr,1,5,5.83
Cr,1,7,5.84
Cr,1,9,5.85
Cr,1,13,5.85
Cr,1,11,5.86
Cr,1,7,5.83
Cr,1,9,5.83
Cr,1,11,5.83
Cr,1,3,5.84
Cr,1,11,5.9
Cr,1,13,5.91
Cr,1,15,5.91
Cr,1,7,5.9
Cr,1,9,5.91
Cr,1,11,5.93
Cr,1,13,5.94
Cr,1,15,5.97
Cr,1,3,5.91
Cr,1,5,5.91
Cr,1,7,5.91
Cr,1,9,5.91
Cr,1,11,5.91
Cr,1,5,5.91
Cr,1,7,5.92
Cr,1,9,5.92
Cr,1,3,5.91
Cr,1,5,5.91
Cr,1,7,5.91
Cr,1,9,5.91
Cr,1,11,5.92
Cr,1,3,5.92
Cr,1,5,5.92
Cr,1,1,5.92
Cr,1,7,5.93
Cr,1,9,5.93
Cr,1,3,5.94
Cr,1,5,5.94
Cr,1,7,5.95
Cr,1,11,5.95
Cr,1,9,5.95
Cr,1,9,5.96
Cr,1,3,5.98
Cr,1,5,5.98
Cr,1,7,5.98
Cr,1,1,5.98
Cr,1,3,5.99
Cr,1,5,6.01
Cr,1,9,5.99
Cr,1,11,5.99
Cr,1,13,6.01
Cr,1,1,6.01
Cr,1,3,6.01
Cr,1,5,6.02
Cr,1,7,6.03
Cr,1,9,6.05
Cr,1,7,6.02
Cr,1,9,6.02
Cr,1,11,6.05
Cr,1,7,6.03
Cr,1,3,6.06
Cr,1,5,6.08
Cr,1,7,6.11
Cr,1,7,6.1
Cr,1,5,6.12
Cr,1,7,6.12
Cr,1,9,6.13
Cr,1,11,6.14
Cr,1,5,6.13
Cr,1,7,6.14
Cr,1,9,6.15
Cr,1,11,6.15
Cr,1,13,6.15
Cr,1,3,6.13
Cr,1,5,6.15
Cr,1,7,6.16
Cr,1,9,6.18
Cr,1,3,6.15
Cr,1,7,6.18
Cr,1,5,6.15
Cr,1,9,6.15
Cr,1,7,6.16
Cr,1,5,6.16
Cr,1,5,6.18
Cr,1,3,6.2
Cr,1,5,6.21
Cr,1,7,6.21
Cr,1,9,6.23
Cr,1,11,6.23
Cr,1,3,6.21
Cr,1,5,6.22
Cr,1,7,6.23
Cr,1,7,6.22
Cr,1,9,6.22
Cr,1,9,6.27
Cr,1,7,6.28
Cr,1,5,6.28
Cr,1,1,6.28
Cr,1,3,6.28
Cr,1,5,6.31
Cr,1,7,6.32
Cr,1,9,6.33
Cr,1,5,6.33
Cr,1,1,6.35
Cr,1,3,6.35
Cr,1,5,6.36
Cr,1,11,6.37
Cr,1,5,6.39
Cr,1,7,6.39
Cr,1,9,6.39
Cr,1,1,6.45
Cr,1,3,6.45
Cr,1,5,6.45
Cr,1,7,6.45
Cr,1,9,6.46
Cr,1,9,6.49
Cr,1,5,6.49
Cr,1,7,6.49
Cr,1,11,6.52
Cr,1,13,6.53
Cr,1,15,6.53
Cr,1,9,6.54
Cr,1,7,6.55
Cr,1,5,6.55
Cr,1,9,6.55
Cr,1,11,6.56
Cr,1,13,6.56
Cr,1,9,6.57
Cr,1,3,6.57
Cr,1,5,6.58
Cr,1,7,6.58
Cr,1,9,6.59
Cr,1,11,6.59
Cr,1,3,6.59
Cr,1,5,6.59
Cr,1,7,6.6
Cr,1,9,6.61
Cr,1,11,6.62
Cr,1,13,6.64
Cr,1,15,6.65
Cr,1,5,6.6
Cr,1,7,6.61
Cr,1,9,6.62
Cr,1,11,6.65
Cr,1,3,6.6
Cr,1,5,6.61
Cr,1,7,6.62
Cr,1,9,6.64
Cr,1,11,6.66
Cr,1,13,6.69
Cr,1,7,6.6
Cr,1,5,6.6
Cr,1,9,6.6
Cr,1,7,6.63
Cr,1,5,6.63
Cr,1,9,6.63
Cr,1,5,6.64
Cr,1,7,6.65
Cr,1,9,6.67
Cr,1,5,6.65
Cr,1,9,6.65
Cr,1,7,6.65
Cr,1,7,6.67
Cr,1,9,6.69
Cr,1,11,6.7
Cr,1,7,6.67
Cr,1,9,6.67
Cr,1,5,6.67
Cr,1,5,6.69
Cr,1,9,6.69
Cr,1,7,6.69
Cr,1,3,6.69
Cr,1,5,6.7
Cr,1,7,6.71
Cr,1,9,6.7
Cr,1,7,6.7
Cr,1,5,6.7
Cr,1,9,6.71
Cr,1,5,6.71
Cr,1,7,6.71
Cr,1,7,6.71
Cr,1,5,6.71
Cr,1,9,6.71
Cr,1,7,6.72
Cr,1,5,6.72
Cr,1,9,6.72
Cr,1,3,6.72
Cr,1,5,6.73
Cr,1,7,6.74
Cr,1,9,6.75
Cr,1,11,6.76
Cr,1,9,6.72
Cr,1,5,6.72
Cr,1,7,6.72
Cr,1,5,6.73
Cr,1,9,6.73
Cr,1,7,6.73
Cr,1,3,6.73
Cr,1,5,6.74
Cr,1,7,6.75
Cr,1,9,6.77
Cr,1,11,6.78
Cr,1,5,6.73
Cr,1,9,6.73
Cr,1,7,6.73
Cr,1,13,6.73
Cr,1,15,6.75
Cr,1,17,6.76
Cr,1,5,6.74
Cr,1,9,6.74
Cr,1,7,6.74
Cr,1,9,6.74
Cr,1,7,6.74
Cr,1,5,6.74
Cr,1,9,6.74
Cr,1,7,6.74
Cr,1,5,6.74
Cr,1,7,6.74
Cr,1,5,6.74
Cr,1,9,6.74
Cr,1,7,6.74
Cr,1,5,6.74
Cr,1,9,6.74
Cr,1,7,6.75
Cr,1,5,6.75
Cr,1,9,6.75
Cr,1,7,6.75
Cr,1,5,6.75
Cr,1,9,6.75
Cr,1,7,6.75
Cr,1,9,6.75
Cr,1,5,6.75
Cr,1,5,6.75
Cr,1,9,6.75
Cr,1,7,6.75
Cr,1,5,6.75
Cr,1,9,6.75
Cr,1,7,6.75
Cr,1,9,6.75
Cr,1,7,6.75
Cr,1,5,6.75
Cr,1,9,6.75
Cr,1,7,6.75
Cr,1,5,6.75
Cr,1,7,6.75
Cr,1,5,6.75
Cr,1,9,6.75
Cr,1,7,6.75
Cr,1,5,6.75
Cr,1,9,6.75
Cr,1,7,6.76
Cr,1,5,6.76
Cr,1,9,6.76
Cr,1,7,6.76
Cr,1,5,6.76
Cr,1,9,6.76
Cr,1,1,6.78
Cr,1,3,6.78
Cr,1,5,6.8
Cr,1,7,6.82
Cr,1,9,6.85
Cr,1,9,6.79
Cr,1,11,6.79
Cr,1,13,6.81
Cr,1,13,6.79
Cr,1,3,6.79
Cr,1,5,6.82
Cr,1,7,6.84
Cr,1,9,6.8
Cr,1,13,6.8
Cr,1,11,6.81
Cr,1,3,6.81
Cr,1,5,6.84
Cr,1,7,6.88
Cr,1,15,6.82
Cr,1,5,6.82
Cr,1,7,6.83
Cr,1,9,6.84
Cr,1,9,6.83
Cr,1,7,6.86
Cr,1,5,6.88
Cr,1,13,6.88
Cr,1,11,6.9
Cr,1,13,6.91
Cr,1,15,6.92
Cr,1,11,6.93
Cr,1,13,6.93
Cr,1,9,6.93
Cr,1,11,6.94
Cr,1,5,6.96
Cr,1,7,6.97
Cr,1,9,6.98
Cr,1,11,6.99
Cr,1,13,7
Cr,1,5,7.02
Cr,1,3,7.03
Cr,1,1,7.04
Cr,1,7,7.07
Cr,1,9,7.07
Cr,1,11,7.08
Cr,1,5,7.08
Cr,1,3,7.08
Cr,1,1,7.09
Cr,1,3,7.08
Cr,1,5,7.08
Cr,1,7,7.09
Cr,1,9,7.1
Cr,1,11,7.11
Cr,1,7,7.08
Cr,1,5,7.09
Cr,1,7,7.1
Cr,1,9,7.11
Cr,1,5,7.11
Cr,1,7,7.11
Cr,1,9,7.11
Cr,1,11,7.11
Cr,1,13,7.12
Cr,1,7,7.14
Cr,1,9,7.14
Cr,1,11,7.15
Cr,1,1,7.19
Cr,1,3,7.19
Cr,1,5,7.2
Cr,1,7,7.21
Cr,1,9,7.23
Cr,1,7,7.19
Cr,1,11,7.19
Cr,1,9,7.19
Cr,1,5,7.21
Cr,1,9,7.21
Cr,1,7,7.22
Cr,1,3,7.28
Cr,1,5,7.3
Cr,1,7,7.33
Cr,1,9,7.28
Cr,1,11,7.28
Cr,1,13,7.29
Cr,1,5,7.29
Cr,1,3,7.3
Cr,1,7,7.31
Cr,1,5,7.34
Cr,1,7,7.36
Cr,1,9,7.39
Cr,1,5,7.35
Cr,1,7,7.36
Cr,1,9,7.4
Cr,1,5,7.36
Cr,1,7,7.37
Cr,1,9,7.38
Cr,1,5,7.38
Cr,1,7,7.4
Cr,1,9,7.42
Cr,1,11,7.42
Cr,1,13,7.42
Cr,1,15,7.43
Cr,1,5,7.43
Cr,1,7,7.45
Cr,1,11,7.44
Cr,1,3,7.45
Cr,1,1,7.47
Cr,1,3,7.47
Cr,1,5,7.49
Cr,1,7,7.5
Cr,1,9,7.52
Cr,1,5,7.47
Cr,1,7,7.48
Cr,1,9,7.48
Cr,1,11,7.49
Cr,1,13,7.5
Cr,1,15,7.52
Cr,1,13,7.49
Cr,1,11,7.5
Cr,1,9,7.5
Cr,1,7,7.5
Cr,1,7,7.52
Cr,1,5,7.52
Cr,1,3,7.52
Cr,1,3,7.52
Cr,1,5,7.54
Cr,1,7,7.55
Cr,1,9,7.57
Cr,1,11,7.59
Cr,1,7,7.54
Cr,1,9,7.56
Cr,1,9,7.55
Cr,1,11,7.56
Cr,1,13,7.59
Cr,1,3,7.57
Cr,1,5,7.58
Cr,1,7,7.59
Cr,1,7,7.57
Cr,1,9,7.58
Cr,1,11,7.58
Cr,1,1,7.61
Cr,1,3,7.63
Cr,1,5,7.65
Cr,1,3,7.63
Cr,1,5,7.65
Cr,1,7,7.67
Cr,1,7,7.68
Cr,1,11,7.69
Cr,1,9,7.68
Cr,1,7,7.69
Cr,1,9,7.71
Cr,1,11,7.75
Cr,1,13,7.77
Cr,1,5,7.77
Cr,1,7,7.77
Cr,1,9,7.77
Cr,1,13,7.77
Cr,1,11,7.77
Cr,1,9,7.78
Cr,1,11,7.79
Cr,1,13,7.8
Cr,1,9,7.83
Cr,1,11,7.83
Cr,1,13,7.83
Cr,1,9,7.92
Cr,1,11,7.93
Cr,1,13,7.93
Cr,1,7,8.02
Cr,1,9,8.03
Cr,1,11,8.03
Cr,1,13,8.04
Cr,1,15,8.05
Cr,1,7,8.18
Cr,1,9,8.19
Cr,1,11,8.21
Cr,1,9,38.59
Cr,1,7,38.96
Cr,1,5,39.28
Cr,2,6,0
Cr,2,2,1.48
Cr,2,4,1.49
Cr,2,6,1.51
Cr,2,8,1.53
Cr,2,10,1.55
Cr,2,2,2.42
Cr,2,4,2.43
Cr,2,6,2.45
Cr,2,8,2.48
Cr,2,6,2.54
Cr,2,12,2.54
Cr,2,8,2.54
Cr,2,10,2.54
Cr,2,6,2.71
Cr,2,2,2.71
Cr,2,4,2.71
Cr,2,8,3.1
Cr,2,2,3.1
Cr,2,4,3.1
Cr,2,6,3.11
Cr,2,2,3.71
Cr,2,4,3.76
Cr,2,6,3.83
Cr,2,12,3.74
Cr,2,14,3.74
Cr,2,8,3.74
Cr,2,10,3.75
Cr,2,12,3.76
Cr,2,14,3.77
Cr,2,4,3.85
Cr,2,6,3.86
Cr,2,8,3.86
Cr,2,10,3.87
Cr,2,6,3.89
Cr,2,4,3.91
Cr,2,8,4.01
Cr,2,6,4.04
Cr,2,8,4.07
Cr,2,4,4.07
Cr,2,10,4.07
Cr,2,6,4.07
Cr,2,6,4.14
Cr,2,8,4.16
Cr,2,10,4.17
Cr,2,12,4.18
Cr,2,10,4.29
Cr,2,12,4.32
Cr,2,2,4.3
Cr,2,4,4.38
Cr,2,6,4.41
Cr,2,8,4.41
Cr,2,10,4.42
Cr,2,12,4.43
Cr,2,8,4.48
Cr,2,10,4.5
Cr,2,8,4.74
Cr,2,6,4.75
Cr,2,4,4.76
Cr,2,2,4.76
Cr,2,8,4.77
Cr,2,10,4.78
Cr,2,8,4.92
Cr,2,10,4.94
Cr,2,6,4.93
Cr,2,8,4.94
Cr,2,14,4.98
Cr,2,12,4.99
Cr,2,2,5.01
Cr,2,6,5.32
Cr,2,4,5.33
Cr,2,2,5.49
Cr,2,4,5.66
Cr,2,6,5.67
Cr,2,2,5.81
Cr,2,4,5.82
Cr,2,6,5.83
Cr,2,8,5.86
Cr,2,10,5.88
Cr,2,12,5.92
Cr,2,6,5.87
Cr,2,4,5.87
Cr,2,4,6
Cr,2,6,6.01
Cr,2,8,6.03
Cr,2,2,6.04
Cr,2,4,6.08
Cr,2,6,6.16
Cr,2,6,6.12
Cr,2,2,6.14
Cr,2,4,6.15
Cr,2,8,6.16
Cr,2,10,6.18
Cr,2,8,6.28
Cr,2,6,6.28
Cr,2,4,6.4
Cr,2,6,6.41
Cr,2,8,6.42
Cr,2,10,6.44
Cr,2,8,6.48
Cr,2,10,6.49
Cr,2,4,6.58
Cr,2,6,6.6
Cr,2,8,6.64
Cr,2,10,6.69
Cr,2,2,6.75
Cr,2,4,6.76
Cr,2,6,6.77
Cr,2,8,6.79
Cr,2,10,6.8
Cr,2,4,6.8
Cr,2,6,6.8
Cr,2,8,6.81
Cr,2,6,6.82
Cr,2,4,6.87
Cr,2,2,6.9
Cr,2,4,7.33
Cr,2,2,7.38
Cr,2,8,7.39
Cr,2,6,7.39
Cr,2,10,7.77
Cr,2,8,7.77
Cr,2,8,7.89
Cr,2,10,7.9
Cr,2,12,7.92
Cr,2,14,7.94
Cr,2,2,7.91
Cr,2,4,7.94
Cr,2,6,7.99
Cr,2,8,8.05
Cr,2,2,8.06
Cr,2,6,8.08
Cr,2,8,8.09
Cr,2,10,8.11
Cr,2,12,8.15
Cr,2,10,8.09
Cr,2,12,8.11
Cr,2,14,8.14
Cr,2,16,8.16
Cr,2,8,8.13
Cr,2,10,8.14
Cr,2,2,8.17
Cr,2,4,8.18
Cr,2,6,8.21
Cr,2,2,8.21
Cr,2,4,8.23
Cr,2,6,8.27
Cr,2,4,8.26
Cr,2,2,8.29
Cr,2,6,8.31
Cr,2,4,8.32
Cr,2,8,8.36
Cr,2,10,8.36
Cr,2,8,8.35
Cr,2,6,8.35
Cr,2,10,8.35
Cr,2,12,8.35
Cr,2,4,8.35
Cr,2,6,8.35
Cr,2,12,8.37
Cr,2,14,8.38
Cr,2,2,8.41
Cr,2,6,8.41
Cr,2,4,8.41
Cr,2,8,8.42
Cr,2,4,8.47
Cr,2,10,8.49
Cr,2,12,8.52
Cr,2,6,8.5
Cr,2,8,8.53
Cr,2,8,8.54
Cr,2,10,8.55
Cr,2,12,8.58
Cr,2,14,8.6
Cr,2,4,8.6
Cr,2,6,8.67
Cr,2,6,8.61
Cr,2,10,8.62
Cr,2,8,8.62
Cr,2,4,8.63
Cr,2,8,8.67
Cr,2,10,8.69
Cr,2,6,8.72
Cr,2,8,8.73
Cr,2,10,8.76
Cr,2,12,8.79
Cr,2,10,8.73
Cr,2,12,8.73
Cr,2,6,8.75
Cr,2,8,8.78
Cr,2,8,9.01
Cr,2,10,9.02
Cr,2,2,9.1
Cr,2,4,9.1
Cr,2,6,9.1
Cr,2,8,9.11
Cr,2,8,9.19
Cr,2,6,9.23
Cr,2,4,9.21
Cr,2,6,9.21
Cr,2,8,9.23
Cr,2,10,9.24
Cr,2,12,9.23
Cr,2,14,9.27
Cr,2,14,9.23
Cr,2,16,9.29
Cr,2,10,9.23
Cr,2,12,9.26
Cr,2,6,9.23
Cr,2,4,9.26
Cr,2,2,9.29
Cr,2,2,9.28
Cr,2,4,9.3
Cr,2,8,9.39
Cr,2,10,9.4
Cr,2,8,9.53
Cr,2,6,9.55
Cr,2,12,9.56
Cr,2,10,9.58
Cr,2,4,9.64
Cr,2,2,9.64
Cr,2,6,9.66
Cr,2,4,9.68
Cr,2,4,9.95
Cr,2,6,9.97
Cr,2,6,10.07
Cr,2,8,10.1
Cr,2,2,10.12
Cr,2,4,10.13
Cr,2,6,10.14
Cr,2,8,10.16
Cr,2,10,10.19
Cr,2,2,10.13
Cr,2,4,10.14
Cr,2,6,10.16
Cr,2,8,10.18
Cr,2,10,10.21
Cr,2,12,10.24
Cr,2,2,10.25
Cr,2,4,10.26
Cr,2,6,10.28
Cr,2,8,10.3
Cr,2,10,10.32
Cr,2,2,10.27
Cr,2,4,10.28
Cr,2,2,10.44
Cr,2,4,10.45
Cr,2,6,10.48
Cr,2,8,10.5
Cr,2,6,10.49
Cr,2,8,10.5
Cr,2,2,10.6
Cr,2,4,10.61
Cr,2,6,10.64
Cr,2,8,10.67
Cr,2,8,10.61
Cr,2,10,10.66
Cr,2,4,10.68
Cr,2,6,10.73
Cr,2,4,10.78
Cr,2,6,10.73
Cr,2,8,10.76
Cr,2,10,10.8
Cr,2,12,10.84
Cr,2,4,10.74
Cr,2,6,10.74
Cr,2,8,10.75
Cr,2,10,10.77
Cr,2,12,10.78
Cr,2,14,10.8
Cr,2,4,10.75
Cr,2,6,10.75
Cr,2,8,10.76
Cr,2,2,10.84
Cr,2,4,10.84
Cr,2,6,10.85
Cr,2,8,10.86
Cr,2,10,10.87
Cr,2,2,10.86
Cr,2,4,10.87
Cr,2,6,10.88
Cr,2,8,10.89
Cr,2,10,10.9
Cr,2,12,10.91
Cr,2,4,10.86
Cr,2,6,10.88
Cr,2,8,10.9
Cr,2,10,10.92
Cr,2,4,10.99
Cr,2,6,11.05
Cr,2,6,11.04
Cr,2,8,11.06
Cr,2,10,11.07
Cr,2,12,11.1
Cr,2,2,11.07
Cr,2,4,11.07
Cr,2,6,11.08
Cr,2,4,11.09
Cr,2,6,11.09
Cr,2,2,11.1
Cr,2,2,11.12
Cr,2,4,11.12
Cr,2,6,11.14
Cr,2,8,11.14
Cr,2,8,11.19
Cr,2,6,11.19
Cr,2,4,11.21
Cr,2,2,11.22
Cr,2,4,11.19
Cr,2,6,11.21
Cr,2,8,11.22
Cr,2,10,11.23
Cr,2,4,11.22
Cr,2,6,11.23
Cr,2,8,11.25
Cr,2,10,11.26
Cr,2,6,11.25
Cr,2,8,11.26
Cr,2,6,11.29
Cr,2,8,11.3
Cr,2,10,11.31
Cr,2,12,11.32
Cr,2,6,11.34
Cr,2,4,11.35
Cr,2,8,11.38
Cr,2,10,11.42
Cr,2,6,11.4
Cr,2,4,11.44
Cr,2,6,11.46
Cr,2,8,11.49
Cr,2,4,11.48
Cr,2,2,11.53
Cr,2,4,11.54
Cr,2,6,11.55
Cr,2,8,11.56
Cr,2,10,11.59
Cr,2,12,11.61
Cr,2,8,11.6
Cr,2,6,11.61
Cr,2,4,11.63
Cr,2,2,11.63
Cr,2,4,11.6
Cr,2,6,11.63
Cr,2,8,11.65
Cr,2,10,11.68
Cr,2,10,11.61
Cr,2,8,11.63
Cr,2,4,11.62
Cr,2,6,11.65
Cr,2,6,11.64
Cr,2,8,11.68
Cr,2,2,11.65
Cr,2,4,11.67
Cr,2,6,11.69
Cr,2,8,11.71
Cr,2,10,11.74
Cr,2,4,11.65
Cr,2,6,11.67
Cr,2,8,11.7
Cr,2,4,11.69
Cr,2,6,11.7
Cr,2,8,11.72
Cr,2,10,11.75
Cr,2,4,11.7
Cr,2,2,11.73
Cr,2,2,11.76
Cr,2,4,11.77
Cr,2,6,11.79
Cr,2,8,11.81
Cr,2,2,11.93
Cr,2,6,12.04
Cr,2,8,12.05
Cr,2,10,12.07
Cr,2,12,12.09
Cr,2,2,12.05
Cr,2,6,12.05
Cr,2,4,12.06
Cr,2,10,12.09
Cr,2,12,12.14
Cr,2,8,12.12
Cr,2,10,12.14
Cr,2,6,12.13
Cr,2,6,12.18
Cr,2,4,12.19
Cr,2,4,12.22
Cr,2,6,12.23
Cr,2,8,12.24
Cr,2,10,12.25
Cr,2,8,12.28
Cr,2,6,12.3
Cr,2,2,12.36
Cr,2,4,12.4
Cr,2,6,12.48
Cr,2,8,12.41
Cr,2,10,12.42
Cr,2,12,12.43
Cr,2,14,12.44
Cr,2,4,12.48
Cr,2,6,12.53
Cr,2,8,12.59
Cr,2,2,12.5
Cr,2,4,12.58
Cr,2,10,12.53
Cr,2,12,12.55
Cr,2,4,12.54
Cr,2,8,12.54
Cr,2,10,12.56
Cr,2,12,12.62
Cr,2,14,12.63
Cr,2,4,12.55
Cr,2,6,12.56
Cr,2,8,12.56
Cr,2,10,12.57
Cr,2,10,12.61
Cr,2,12,12.64
Cr,2,8,12.63
Cr,2,6,12.66
Cr,2,10,12.64
Cr,2,8,12.66
Cr,2,4,12.64
Cr,2,6,12.68
Cr,2,8,12.71
Cr,2,10,12.74
Cr,2,6,12.66
Cr,2,8,12.68
Cr,2,4,12.72
Cr,2,2,12.72
Cr,2,6,12.73
Cr,2,8,12.75
Cr,2,6,12.73
Cr,2,8,12.76
Cr,2,10,12.8
Cr,2,12,12.83
Cr,2,4,12.73
Cr,2,8,12.84
Cr,2,10,12.85
Cr,2,12,12.86
Cr,2,4,12.85
Cr,2,6,12.87
Cr,2,8,12.9
Cr,2,10,12.94
Cr,2,10,12.86
Cr,2,12,12.87
Cr,2,14,12.89
Cr,2,16,12.9
Cr,2,8,12.89
Cr,2,10,12.9
Cr,2,12,12.91
Cr,2,14,12.92
Cr,2,2,12.91
Cr,2,4,12.91
Cr,2,6,12.94
Cr,2,8,12.97
Cr,2,4,12.93
Cr,2,6,12.95
Cr,2,8,12.98
Cr,2,8,12.94
Cr,2,10,12.96
Cr,2,4,12.94
Cr,2,2,12.98
Cr,2,2,12.95
Cr,2,4,12.97
Cr,2,6,13
Cr,2,8,13.04
Cr,2,4,12.95
Cr,2,6,12.97
Cr,2,8,13
Cr,2,10,13.04
Cr,2,12,12.95
Cr,2,14,12.96
Cr,2,16,12.97
Cr,2,18,12.99
Cr,2,8,12.96
Cr,2,10,12.98
Cr,2,6,13
Cr,2,4,13
Cr,2,8,13.01
Cr,2,10,13.03
Cr,2,6,13.01
Cr,2,4,13.02
Cr,2,6,13.02
Cr,2,8,13.06
Cr,2,2,13.03
Cr,2,4,13.04
Cr,2,6,13.05
Cr,2,8,13.07
Cr,2,10,13.1
Cr,2,6,13.03
Cr,2,8,13.04
Cr,2,14,13.03
Cr,2,16,13.05
Cr,2,6,13.04
Cr,2,8,13.04
Cr,2,8,13.04
Cr,2,10,13.05
Cr,2,12,13.06
Cr,2,14,13.07
Cr,2,6,13.05
Cr,2,8,13.05
Cr,2,10,13.06
Cr,2,12,13.07
Cr,2,10,13.05
Cr,2,8,13.05
Cr,2,4,13.05
Cr,2,6,13.05
Cr,2,10,13.06
Cr,2,12,13.07
Cr,2,12,13.06
Cr,2,10,13.07
Cr,2,2,13.07
Cr,2,4,13.07
Cr,2,10,13.07
Cr,2,8,13.07
Cr,2,4,13.07
Cr,2,6,13.09
Cr,2,6,13.07
Cr,2,8,13.08
Cr,2,4,13.07
Cr,2,6,13.08
Cr,2,14,13.08
Cr,2,12,13.09
Cr,2,2,13.08
Cr,2,4,13.09
Cr,2,2,13.09
Cr,2,2,13.09
Cr,2,4,13.1
Cr,2,6,13.11
Cr,2,8,13.12
Cr,2,6,13.09
Cr,2,4,13.09
Cr,2,8,13.09
Cr,2,6,13.1
Cr,2,10,13.1
Cr,2,8,13.11
Cr,2,12,13.1
Cr,2,10,13.13
Cr,2,2,13.1
Cr,2,4,13.1
Cr,2,16,13.1
Cr,2,14,13.11
Cr,2,6,13.11
Cr,2,4,13.12
Cr,2,10,13.12
Cr,2,8,13.14
Cr,2,6,13.12
Cr,2,4,13.12
Cr,2,8,13.13
Cr,2,10,13.14
Cr,2,8,13.12
Cr,2,6,13.13
Cr,2,14,13.13
Cr,2,12,13.15
Cr,2,12,13.13
Cr,2,10,13.15
Cr,2,6,13.13
Cr,2,8,13.15
Cr,2,10,13.16
Cr,2,12,13.18
Cr,2,2,13.13
Cr,2,4,13.14
Cr,2,6,13.15
Cr,2,8,13.18
Cr,2,12,13.16
Cr,2,14,13.18
Cr,2,12,13.16
Cr,2,10,13.16
Cr,2,4,13.19
Cr,2,2,13.21
Cr,2,6,13.21
Cr,2,8,13.23
Cr,2,4,13.22
Cr,2,6,13.23
Cr,2,6,13.23
Cr,2,8,13.24
Cr,2,10,13.24
Cr,2,12,13.24
Cr,2,4,13.23
Cr,2,8,13.25
Cr,2,10,13.26
Cr,2,4,13.25
Cr,2,6,13.26
Cr,2,8,13.27
Cr,2,10,13.28
Cr,2,12,13.3
Cr,2,14,13.32
Cr,2,4,13.26
Cr,2,6,13.27
Cr,2,8,13.29
Cr,2,6,13.27
Cr,2,4,13.27
Cr,2,8,13.28
Cr,2,10,13.28
Cr,2,12,13.31
Cr,2,4,13.29
Cr,2,6,13.31
Cr,2,4,13.3
Cr,2,6,13.3
Cr,2,8,13.31
Cr,2,10,13.32
Cr,2,12,13.35
Cr,2,6,13.3
Cr,2,8,13.34
Cr,2,2,13.31
Cr,2,4,13.32
Cr,2,6,13.33
Cr,2,8,13.34
Cr,2,10,13.35
Cr,2,6,13.32
Cr,2,8,13.33
Cr,2,10,13.34
Cr,2,12,13.36
Cr,2,4,13.33
Cr,2,6,13.36
Cr,2,8,13.37
Cr,2,10,13.38
Cr,2,6,13.34
Cr,2,8,13.36
Cr,2,10,13.35
Cr,2,12,13.36
Cr,2,14,13.37
Cr,2,16,13.39
Cr,2,10,13.36
Cr,2,8,13.38
Cr,2,8,13.37
Cr,2,10,13.38
Cr,2,12,13.39
Cr,2,14,13.4
Cr,2,12,13.37
Cr,2,14,13.39
Cr,2,6,13.39
Cr,2,6,13.46
Cr,2,12,13.49
Cr,2,14,13.54
Cr,2,14,13.51
Cr,2,12,13.53
Cr,2,8,13.53
Cr,2,10,13.53
Cr,2,12,13.54
Cr,2,6,13.56
Cr,2,4,13.57
Cr,2,6,13.56
Cr,2,4,13.57
Cr,2,6,13.57
Cr,2,2,13.57
Cr,2,2,13.58
Cr,2,4,13.59
Cr,2,6,13.6
Cr,2,8,13.61
Cr,2,10,13.63
Cr,2,12,13.66
Cr,2,4,13.6
Cr,2,6,13.64
Cr,2,2,13.6
Cr,2,4,13.62
Cr,2,6,13.64
Cr,2,8,13.65
Cr,2,4,13.6
Cr,2,6,13.61
Cr,2,8,13.62
Cr,2,10,13.64
Cr,2,4,13.61
Cr,2,6,13.62
