element,species,degeneracy,energy_ev
Na,2,1,38.29
Na,2,1,40.98
Na,2,3,40.99
Na,2,5,41.01
Na,2,3,41.13
Na,2,9,41.05
Na,2,7,41.06
Na,2,5,41.1
Na,2,3,41.15
Na,2,5,41.12
Na,2,7,41.13
Na,2,1,41.25
Na,2,3,41.3
Na,2,5,41.26
Na,2,7,41.27
Na,2,5,41.28
Na,2,3,41.31
Na,2,3,42.18
Na,2,7,42.31
Na,2,5,42.34
Na,2,5,42.39
Na,2,3,42.49
Na,2,3,42.52
Na,2,1,43.76
Na,2,3,43.77
Na,2,5,43.79
Na,2,3,43.84
Na,2,9,43.79
Na,2,7,43.8
Na,2,5,43.82
Na,2,7,43.83
Na,2,5,43.83
Na,2,3,43.86
Na,2,3,43.87
Na,2,5,43.87
Na,2,11,43.88
Na,2,9,43.88
Na,2,7,43.88
Na,2,5,43.88
Na,2,7,43.89
Na,2,9,43.89
Na,2,5,43.96
Na,2,7,43.96
Na,2,5,43.98
Na,2,3,44
Na,2,1,44
Na,2,3,44.01
Na,2,7,44.05
Na,2,9,44.05
Na,2,7,44.05
Na,2,5,44.05
Na,2,1,45.05
Na,2,3,45.05
Na,2,5,45.06
Na,2,3,45.08
Na,2,5,45.08
Na,2,3,45.1
Na,2,3,45.1
Na,2,5,45.1
Na,2,11,45.1
Na,2,9,45.1
Na,2,7,45.11
Na,2,5,45.11
Na,2,7,45.11
Na,2,9,45.11
Na,2,5,45.22
Na,2,3,45.25
Na,2,1,45.26
Na,2,3,45.26
Na,2,7,45.28
Na,2,9,45.28
Na,2,7,45.28
Na,2,3,45.69
Na,2,3,45.76
Na,2,3,45.77
Na,2,5,45.77
Na,2,11,45.77
Na,2,9,45.77
Na,2,12,45.77
Na,2,7,45.77
Na,2,5,45.77
Na,2,24,45.77
Na,2,16,45.77
Na,2,16,45.77
Na,2,20,45.78
Na,2,3,45.88
Na,2,3,45.92
Na,2,16,45.94
Na,2,7,45.94
Na,2,5,45.94
Na,2,20,45.94
Na,2,16,45.94
Na,2,3,46.11
Na,2,3,46.11
Na,2,3,46.17
Na,2,5,46.17
Na,2,20,46.17
Na,2,12,46.17
Na,2,12,46.17
Na,2,24,46.18
Na,2,16,46.18
Na,2,16,46.18
Na,2,20,46.18
Na,2,3,46.33
Na,2,3,46.33
Na,2,16,46.34
Na,2,12,46.34
Na,2,20,46.34
Na,2,16,46.34
Na,2,3,46.43
Na,2,3,46.43
Na,2,8,46.43
Na,2,20,46.43
Na,2,16,46.44
Na,2,3,46.6
Na,2,3,46.6
Na,2,3,46.6
Na,2,3,46.6
Na,2,16,46.6
Na,2,12,46.6
Na,2,3,46.73
Na,2,3,46.73
Na,2,3,46.77
Na,2,3,46.77
Na,2,3,46.83
Na,2,3,46.83
Na,2,3,46.9
Na,2,3,46.9
Na,2,3,46.9
Na,2,3,46.9
Na,2,3,47
Na,2,3,47
Na,2,3,47.07
Na,2,3,47.07
Na,2,3,47.13
Na,2,3,47.13
Na,2,3,65.82
Na,2,1,66.25
Na,2,9,69.72
Na,2,3,69.95
Na,2,3,73.9
Na,2,1,74.02
Na,2,9,75.11
Na,2,3,75.2
Na,2,3,77.17
Na,2,3,78.14
Na,2,3,78.69
Na,2,3,79.03
Na,3,4,0
Na,3,2,0.17
Na,3,2,32.79
Na,3,6,45.4
Na,3,4,45.51
Na,3,2,45.57
Na,3,4,46.32
Na,3,2,46.45
Na,3,6,49.49
Na,3,4,49.49
Na,3,6,50.36
Na,3,4,50.41
Na,3,2,50.44
Na,3,8,50.95
Na,3,6,51.02
Na,3,4,51.08
Na,3,2,51.1
Na,3,6,51.36
Na,3,4,51.47
Na,3,2,51.69
Na,3,4,51.75
Na,3,4,51.88
Na,3,2,51.89
Na,3,2,53.94
Na,3,6,54.67
Na,3,8,54.68
Na,3,4,55.27
Na,3,6,55.28
Na,3,4,55.49
Na,3,2,55.56
Na,3,8,57.06
Na,3,6,57.08
Na,3,4,57.11
Na,3,2,57.13
Na,3,10,57.39
Na,3,8,57.44
Na,3,6,57.49
Na,3,4,57.54
Na,3,8,57.53
Na,3,6,57.58
Na,3,2,57.58
Na,3,4,57.61
Na,3,6,57.65
Na,3,4,57.65
Na,3,6,57.7
Na,3,2,57.78
Na,3,4,57.87
Na,3,2,59.37
Na,3,4,59.37
Na,3,6,59.51
Na,3,4,59.61
Na,3,2,59.68
Na,3,4,59.81
Na,3,2,59.93
Na,3,10,61.04
Na,3,8,61.04
Na,3,4,61.15
Na,3,2,61.16
Na,3,2,61.23
Na,3,6,61.32
Na,3,4,61.33
Na,3,6,61.43
Na,3,8,61.43
Na,3,4,63.41
Na,3,6,63.41
Na,3,6,63.73
Na,3,4,63.76
Na,3,4,63.74
Na,3,6,63.8
Na,3,6,63.81
Na,3,4,63.85
Na,3,6,63.9
Na,3,2,63.87
Na,3,4,63.97
Na,3,10,63.93
Na,3,8,63.93
Na,3,6,63.93
Na,3,8,63.93
Na,3,4,63.95
Na,3,6,63.95
Na,3,12,63.96
Na,3,10,63.96
Na,3,2,63.98
Na,3,4,63.98
Na,3,4,64.08
Na,3,6,64.08
Na,3,10,64.08
Na,3,8,64.08
Na,3,8,64.1
Na,3,6,64.1
Na,3,8,64.15
Na,3,6,64.15
Na,3,4,64.81
Na,3,2,64.91
Na,3,6,65.64
Na,3,4,65.65
Na,3,2,67.4
Na,3,4,67.48
Na,3,2,67.48
Na,3,6,67.54
Na,3,4,67.55
Na,3,6,67.56
Na,3,4,67.72
Na,3,12,67.75
Na,3,10,67.75
Na,3,4,67.76
Na,3,6,67.76
Na,3,8,67.8
Na,3,6,67.8
Na,3,8,67.81
Na,3,10,67.81
Na,3,2,67.93
Na,3,4,68.49
Na,3,6,68.49
Nb,1,2,0
Nb,1,4,0.02
Nb,1,6,0.05
Nb,1,8,0.09
Nb,1,10,0.13
Nb,1,4,0.14
Nb,1,6,0.2
Nb,1,8,0.27
Nb,1,10,0.35
Nb,1,2,0.62
Nb,1,4,0.66
Nb,1,6,0.74
Nb,1,2,1.04
Nb,1,4,1.08
Nb,1,6,1.12
Nb,1,8,1.18
Nb,1,8,1.09
Nb,1,10,1.16
Nb,1,4,1.17
Nb,1,6,1.27
Nb,1,2,1.26
Nb,1,4,1.4
Nb,1,8,1.35
Nb,1,10,1.37
Nb,1,12,1.39
Nb,1,14,1.43
Nb,1,6,1.41
Nb,1,6,1.49
Nb,1,8,1.5
Nb,1,10,1.53
Nb,1,12,1.61
Nb,1,10,1.5
Nb,1,12,1.55
Nb,1,4,1.52
Nb,1,6,1.57
Nb,1,8,1.61
Nb,1,10,1.63
Nb,1,6,1.66
Nb,1,8,1.68
Nb,1,2,1.69
Nb,1,4,1.76
Nb,1,6,1.85
Nb,1,8,1.89
Nb,1,4,1.91
Nb,1,2,1.92
Nb,1,6,1.92
Nb,1,4,2.07
Nb,1,6,2.11
Nb,1,10,2.22
Nb,1,10,2.09
Nb,1,12,2.17
Nb,1,8,2.1
Nb,1,10,2.24
Nb,1,8,2.16
Nb,1,12,2.3
Nb,1,14,2.39
Nb,1,12,2.27
Nb,1,2,2.33
Nb,1,4,2.36
Nb,1,6,2.41
Nb,1,8,2.47
Nb,1,10,2.53
Nb,1,8,2.36
Nb,1,10,2.42
Nb,1,6,2.43
Nb,1,2,2.43
Nb,1,4,2.45
Nb,1,6,2.48
Nb,1,8,2.52
Nb,1,10,2.57
Nb,1,6,2.47
Nb,1,8,2.49
Nb,1,2,2.49
Nb,1,4,2.53
Nb,1,6,2.58
Nb,1,8,2.67
Nb,1,12,2.6
Nb,1,2,2.73
Nb,1,4,2.85
Nb,1,6,2.94
Nb,1,6,2.81
Nb,1,8,2.85
Nb,1,10,2.92
Nb,1,12,3
Nb,1,8,2.84
Nb,1,10,2.85
Nb,1,12,2.86
Nb,1,4,2.88
Nb,1,6,2.92
Nb,1,8,2.98
Nb,1,10,3.04
Nb,1,4,2.92
Nb,1,6,3.07
Nb,1,2,2.96
Nb,1,2,2.97
Nb,1,4,3
Nb,1,6,3.02
Nb,1,8,3.07
Nb,1,10,3.12
Nb,1,12,3.18
Nb,1,4,3.01
Nb,1,6,3.04
Nb,1,8,3.09
Nb,1,2,3.21
Nb,1,4,3.23
Nb,1,6,3.27
Nb,1,8,3.33
Nb,1,10,3.4
Nb,1,4,3.21
Nb,1,6,3.23
Nb,1,8,3.24
Nb,1,10,3.28
Nb,1,2,3.29
Nb,1,4,3.31
Nb,1,6,3.35
Nb,1,8,3.4
Nb,1,10,3.47
Nb,1,2,3.31
Nb,1,4,3.34
Nb,1,6,3.39
Nb,1,8,3.42
Nb,1,8,3.33
Nb,1,10,3.39
Nb,1,2,3.41
Nb,1,4,3.44
Nb,1,6,3.53
Nb,1,6,3.42
Nb,1,2,3.43
Nb,1,4,3.48
Nb,1,6,3.54
Nb,1,8,3.62
Nb,1,6,3.45
Nb,1,8,3.54
Nb,1,8,3.45
Nb,1,10,3.53
Nb,1,4,3.46
Nb,1,2,3.53
Nb,1,4,3.5
Nb,1,4,3.51
Nb,1,6,3.55
Nb,1,8,3.59
Nb,1,8,3.63
Nb,1,10,3.66
Nb,1,12,3.7
Nb,1,14,3.74
Nb,1,6,3.64
Nb,1,8,3.69
Nb,1,10,3.73
Nb,1,12,3.8
Nb,1,4,3.67
Nb,1,6,3.69
Nb,1,4,3.69
Nb,1,6,3.72
Nb,1,8,3.74
Nb,1,10,3.75
Nb,1,6,3.73
Nb,1,6,3.81
Nb,1,8,3.85
Nb,1,10,3.84
Nb,1,6,3.85
Nb,1,8,3.9
Nb,1,10,3.97
Nb,1,12,4.04
Nb,1,4,3.87
Nb,1,12,3.89
Nb,1,4,3.91
Nb,1,6,3.97
Nb,1,8,4.01
Nb,1,10,4.08
Nb,1,8,3.93
Nb,1,4,3.93
Nb,1,6,3.94
Nb,1,8,3.96
Nb,1,10,4.04
Nb,1,8,3.94
Nb,1,10,3.99
Nb,1,4,3.96
Nb,1,6,3.98
Nb,1,8,4.02
Nb,1,10,4.11
Nb,1,6,3.96
Nb,1,8,3.98
Nb,1,2,3.98
Nb,1,4,4
Nb,1,6,4.04
Nb,1,8,4.09
Nb,1,10,3.99
Nb,1,12,4.01
Nb,1,14,4.05
Nb,1,8,4.03
Nb,1,10,4.07
Nb,1,12,4.14
Nb,1,4,4.04
Nb,1,6,4.05
Nb,1,8,4.08
Nb,1,2,4.09
Nb,1,4,4.18
Nb,1,6,4.2
Nb,1,8,4.24
Nb,1,4,4.1
Nb,1,6,4.14
Nb,1,16,4.11
Nb,1,2,4.2
Nb,1,4,4.25
Nb,1,12,4.22
Nb,1,14,4.26
Nb,1,10,4.24
Nb,1,8,4.26
Nb,1,10,4.27
Nb,1,12,4.32
Nb,1,2,4.3
Nb,1,6,4.3
Nb,1,4,4.32
Nb,1,6,4.3
Nb,1,8,4.32
Nb,1,10,4.36
Nb,1,12,4.42
Nb,1,4,4.31
Nb,1,6,4.4
Nb,1,2,4.32
Nb,1,6,4.35
Nb,1,8,4.36
Nb,1,4,4.35
Nb,1,14,4.38
Nb,1,12,4.38
Nb,1,10,4.4
Nb,1,16,4.43
Nb,1,4,4.44
Nb,1,6,4.45
Nb,1,2,4.45
Nb,1,4,4.47
Nb,1,6,4.49
Nb,1,8,4.5
Nb,1,8,4.47
Nb,1,10,4.5
Nb,1,12,4.5
Nb,1,4,4.51
Nb,1,8,4.52
Nb,1,10,4.55
Nb,1,12,4.58
Nb,1,14,4.62
Nb,1,8,4.53
Nb,1,6,4.57
Nb,1,8,4.58
Nb,1,4,4.6
Nb,1,6,4.62
Nb,1,8,4.65
Nb,1,10,4.69
Nb,1,6,4.61
Nb,1,8,4.63
Nb,1,10,4.65
Nb,1,12,4.68
Nb,1,2,4.64
Nb,1,4,4.66
Nb,1,6,4.69
Nb,1,8,4.73
Nb,1,10,4.78
Nb,1,2,4.65
Nb,1,4,4.71
Nb,1,6,4.76
Nb,1,8,4.82
Nb,1,8,4.66
Nb,1,10,4.69
Nb,1,12,4.73
Nb,1,14,4.78
Nb,1,6,4.69
Nb,1,8,4.74
Nb,1,4,4.69
Nb,1,6,4.73
Nb,1,2,4.7
Nb,1,4,4.71
Nb,1,6,4.75
Nb,1,8,4.79
Nb,1,10,4.85
Nb,1,2,4.73
Nb,1,4,4.77
Nb,1,12,4.74
Nb,1,14,4.78
Nb,1,10,4.77
Nb,1,12,4.84
Nb,1,4,4.8
Nb,1,2,4.8
Nb,1,6,4.81
Nb,1,4,4.82
Nb,1,6,4.87
Nb,1,8,4.91
Nb,1,10,4.96
Nb,1,8,4.83
Nb,1,10,4.88
Nb,1,8,4.89
Nb,1,10,4.91
Nb,1,6,4.9
Nb,1,8,4.95
Nb,1,10,5.01
Nb,1,12,5.02
Nb,1,12,4.92
Nb,1,10,4.94
Nb,1,12,4.96
Nb,1,4,4.96
Nb,1,6,4.99
Nb,1,8,5
Nb,1,10,5.07
Nb,1,6,4.96
Nb,1,6,4.97
Nb,1,8,5.03
Nb,1,10,5.07
Nb,1,12,5.13
Nb,1,8,5.02
Nb,1,6,5.05
Nb,1,6,5.02
Nb,1,8,5.08
Nb,1,12,5.05
Nb,1,4,5.09
Nb,1,8,5.1
Nb,1,4,5.14
Nb,1,4,5.15
Nb,1,6,5.18
Nb,1,10,5.19
Nb,1,8,5.2
Nb,1,8,5.15
Nb,1,10,5.19
Nb,1,6,5.16
Nb,1,2,5.17
Nb,1,4,5.25
Nb,1,8,5.28
Nb,1,6,5.3
Nb,1,6,5.19
Nb,1,8,5.21
Nb,1,10,5.23
Nb,1,6,5.25
Nb,1,2,5.25
Nb,1,4,5.27
Nb,1,6,5.29
Nb,1,8,5.37
Nb,1,2,5.31
Nb,1,4,5.32
Nb,1,6,5.35
Nb,1,8,5.38
Nb,1,6,5.32
Nb,1,4,5.32
Nb,1,6,5.33
Nb,1,8,5.35
Nb,1,10,5.38
Nb,1,6,5.37
Nb,1,8,5.4
Nb,1,8,5.44
Nb,1,4,5.46
Nb,1,2,5.7
Nb,1,6,5.57
Nb,1,4,5.57
Nb,1,8,5.6
Nb,1,10,5.59
Nb,1,12,5.61
Nb,1,6,5.62
Nb,1,8,5.67
Nb,1,10,5.7
Nb,1,2,5.7
Nb,1,4,5.75
Nb,1,6,5.8
Nb,1,8,5.86
Nb,1,6,5.7
Nb,1,8,5.76
Nb,1,10,5.79
Nb,1,12,5.84
Nb,1,4,5.72
Nb,1,6,5.77
Nb,1,8,5.83
Nb,1,10,5.91
Nb,1,6,5.77
Nb,1,8,5.82
Nb,1,10,5.85
Nb,1,6,5.82
Nb,1,10,5.82
Nb,1,12,5.85
Nb,1,8,5.89
Nb,1,10,5.98
Nb,1,4,5.89
Nb,1,10,6.42
Nb,2,1,0
Nb,2,3,0.02
Nb,2,5,0.05
Nb,2,7,0.1
Nb,2,9,0.15
Nb,2,3,0.29
Nb,2,5,0.33
Nb,2,7,0.38
Nb,2,9,0.44
Nb,2,11,0.51
Nb,2,1,0.69
Nb,2,3,0.77
Nb,2,5,0.9
Nb,2,5,0.93
Nb,2,7,0.98
Nb,2,9,1.03
Nb,2,9,1.18
Nb,2,11,1.22
Nb,2,13,1.26
Nb,2,7,1.27
Nb,2,9,1.31
Nb,2,11,1.35
Nb,2,3,1.32
Nb,2,5,1.34
Nb,2,7,1.41
Nb,2,5,1.52
Nb,2,5,1.59
Nb,2,7,1.62
Nb,2,3,1.63
Nb,2,5,1.67
Nb,2,9,1.69
Nb,2,7,1.7
Nb,2,3,1.81
Nb,2,5,1.82
Nb,2,1,1.82
Nb,2,9,1.83
Nb,2,13,1.91
Nb,2,7,1.93
Nb,2,9,1.98
Nb,2,11,1.99
Nb,2,9,2.01
Nb,2,1,2.13
Nb,2,11,2.14
Nb,2,13,2.16
Nb,2,9,2.17
Nb,2,7,2.29
Nb,2,3,2.33
Nb,2,5,2.4
Nb,2,7,2.44
Nb,2,1,2.52
Nb,2,3,2.53
Nb,2,5,2.67
Nb,2,5,2.56
Nb,2,7,2.62
Nb,2,9,2.66
Nb,2,3,2.61
Nb,2,11,2.61
Nb,2,5,3.02
Nb,2,7,3.14
Nb,2,9,3.14
Nb,2,5,3.15
Nb,2,5,3.38
Nb,2,3,3.45
Nb,2,1,3.47
Nb,2,5,3.6
Nb,2,7,3.65
Nb,2,9,3.74
Nb,2,9,3.67
Nb,2,5,3.85
Nb,2,7,3.94
Nb,2,5,4.14
Nb,2,7,4.21
Nb,2,9,4.29
Nb,2,11,4.4
Nb,2,13,4.52
Nb,2,3,4.33
Nb,2,5,4.4
Nb,2,7,4.53
Nb,2,3,4.55
Nb,2,5,4.58
Nb,2,7,4.63
Nb,2,9,4.65
Nb,2,11,4.71
Nb,2,1,4.62
Nb,2,3,4.65
Nb,2,5,4.69
Nb,2,7,4.74
Nb,2,9,4.75
Nb,2,7,4.8
Nb,2,9,4.88
Nb,2,11,4.97
Nb,2,5,4.83
Nb,2,7,4.93
Nb,2,9,5.03
Nb,2,5,5.17
Nb,2,3,5.22
Nb,2,1,5.49
Nb,2,1,5.28
Nb,2,5,5.37
Nb,2,7,5.44
Nb,2,3,5.46
Nb,2,9,5.58
Nb,2,9,5.32
Nb,2,11,5.4
Nb,2,13,5.52
Nb,2,3,5.39
Nb,2,5,5.48
Nb,2,7,5.55
Nb,2,5,5.41
Nb,2,3,5.41
Nb,2,5,5.57
Nb,2,7,5.68
Nb,2,7,5.53
Nb,2,1,5.6
Nb,2,3,5.63
Nb,2,5,6.25
Nb,2,11,5.62
Nb,2,9,5.66
Nb,2,5,5.66
Nb,2,7,5.76
Nb,2,7,5.69
Nb,2,9,5.74
Nb,2,11,5.77
Nb,2,5,5.75
Nb,2,3,6.26
Nb,2,3,5.75
Nb,2,5,5.77
Nb,2,7,5.82
Nb,2,9,5.92
Nb,2,11,6.06
Nb,2,13,6.21
Nb,2,5,5.84
Nb,2,9,5.87
Nb,2,11,6.01
Nb,2,13,6.05
Nb,2,5,5.92
Nb,2,7,5.96
Nb,2,9,6.03
Nb,2,11,5.97
Nb,2,13,6.03
Nb,2,15,6.12
Nb,2,9,5.98
Nb,2,3,6.02
Nb,2,5,6.17
Nb,2,7,6.18
Nb,2,9,6.09
Nb,2,3,6.1
Nb,2,5,6.14
Nb,2,7,6.21
Nb,2,9,6.27
Nb,2,11,6.39
Nb,2,5,6.11
Nb,2,3,6.17
Nb,2,7,6.17
Nb,2,3,6.16
Nb,2,11,6.26
Nb,2,7,6.27
Nb,2,9,6.3
Nb,2,5,6.35
Nb,2,13,6.41
Nb,2,3,6.42
Nb,2,5,6.44
Nb,2,7,6.44
Nb,2,9,6.48
Nb,2,1,6.46
Nb,2,3,6.47
Nb,2,5,6.5
Nb,2,7,6.54
Nb,2,9,6.62
Nb,2,3,6.52
Nb,2,11,6.54
Nb,2,7,6.58
Nb,2,7,6.66
Nb,2,9,6.75
Nb,2,11,6.82
Nb,2,7,6.7
Nb,2,5,6.71
Nb,2,3,6.72
Nb,2,7,6.88
Nb,2,5,6.91
Nb,2,9,7.09
Nb,2,3,7.09
Nb,2,5,7.17
Nb,2,7,7.25
Nb,2,9,7.36
Nb,2,5,7.13
Nb,2,7,7.18
Nb,2,9,7.25
Nb,2,5,7.38
Nb,2,3,7.39
Nb,2,7,7.4
Nb,2,7,7.38
Nb,2,9,7.45
Nb,2,11,7.49
Nb,2,3,7.41
Nb,2,5,7.47
Nb,2,7,7.55
Nb,2,3,7.57
Nb,2,5,7.6
Nb,2,5,7.64
Nb,2,3,7.76
Nb,2,3,7.69
Nb,2,5,7.78
Nb,2,7,7.9
Nb,2,7,7.72
Nb,2,5,7.73
Nb,2,7,7.78
Nb,2,9,7.79
Nb,2,7,7.85
Nb,2,9,7.89
Nb,2,11,7.9
Nb,2,5,7.98
Nb,2,3,7.98
Nb,2,7,7.99
Nb,2,9,8.04
Nb,2,5,8.09
Nb,2,7,8.13
Nb,2,9,8.19
Nb,2,9,8.13
Nb,2,11,8.17
Nb,2,13,8.24
Nb,2,5,8.15
Nb,2,3,8.18
Nb,2,5,8.32
Nb,2,7,8.37
Nb,2,9,8.44
Nb,2,11,8.53
Nb,2,7,8.35
Nb,2,5,8.42
Nb,2,7,8.57
Nb,2,9,8.68
Nb,2,11,8.81
Nb,2,7,8.58
Nb,2,9,8.68
Nb,2,5,8.6
Nb,2,7,8.66
Nb,2,9,8.88
Nb,2,9,8.67
Nb,2,7,8.81
Nb,2,7,8.79
Nb,2,9,8.83
Nb,2,11,8.89
Nb,2,13,8.96
Nb,2,15,9.03
Nb,2,3,8.8
Nb,2,5,8.85
Nb,2,7,8.94
Nb,2,3,8.81
Nb,2,5,8.9
Nb,2,7,9.02
Nb,2,3,8.83
Nb,2,5,8.89
Nb,2,7,8.95
Nb,2,9,9
Nb,2,11,9.07
Nb,2,5,8.83
Nb,2,7,8.87
Nb,2,9,8.92
Nb,2,11,8.98
Nb,2,13,9.07
Nb,2,3,8.9
Nb,2,5,8.93
Nb,2,7,9.02
Nb,2,5,8.99
Nb,2,1,9.02
Nb,2,3,9.08
Nb,2,5,9.19
Nb,2,9,9.07
Nb,2,11,9.16
Nb,2,13,9.26
Nb,2,7,9.11
Nb,2,9,9.2
Nb,2,11,9.29
Nb,2,5,9.17
Nb,2,7,9.24
Nb,2,9,9.3
Nb,2,1,9.19
Nb,2,3,9.21
Nb,2,5,9.25
Nb,2,7,9.3
Nb,2,9,9.35
Nb,2,7,9.49
Nb,2,9,9.82
Nb,2,3,9.87
Nb,2,5,9.87
Nb,2,7,9.88
Nb,2,3,9.88
Nb,2,9,9.93
Nb,2,11,10.02
Nb,2,7,9.94
Nb,2,3,10.04
Nb,2,5,10.09
Nb,2,7,9.94
Nb,2,11,9.96
Nb,2,13,10
Nb,2,15,10.06
Nb,2,5,9.96
Nb,2,3,9.97
Nb,2,9,10.06
Nb,2,7,10.07
Nb,2,11,9.99
Nb,2,9,10.01
Nb,2,11,10.07
Nb,2,13,10.09
Nb,2,5,10.02
Nb,2,9,10.03
Nb,2,7,10.03
Nb,2,11,10.04
Nb,2,5,10.05
Nb,2,7,10.07
Nb,2,9,10.42
Nb,2,3,10.08
Nb,2,5,10.1
Nb,2,7,10.11
Nb,2,3,10.09
Nb,2,5,10.15
Nb,2,7,10.25
Nb,2,9,10.11
Nb,2,7,10.33
Nb,2,5,10.44
Nb,2,7,10.12
Nb,2,13,10.17
Nb,2,3,10.17
Nb,2,5,10.18
Nb,2,9,10.19
Nb,2,7,10.2
Nb,2,9,10.22
Nb,2,3,10.23
Nb,2,5,10.23
Nb,2,1,10.25
Nb,2,5,10.29
Nb,2,7,10.45
Nb,2,9,10.47
Nb,2,11,10.35
Nb,2,13,10.37
Nb,2,15,10.38
Nb,2,9,10.37
Nb,2,7,10.4
Nb,2,11,10.44
Nb,2,11,10.37
Nb,2,5,10.45
Nb,2,13,10.48
Nb,2,15,10.51
Nb,2,17,10.54
Nb,2,7,10.54
Nb,2,7,10.56
Nb,2,9,10.58
Nb,2,11,10.59
Nb,2,9,10.61
Nb,2,11,10.64
Nb,2,13,10.65
Nb,2,13,10.9
Nb,2,5,11.34
Nb,3,4,0
Nb,3,6,0.06
Nb,3,8,0.15
Nb,3,10,0.24
Nb,3,4,1.07
Nb,3,2,1.07
Nb,3,6,1.19
Nb,3,8,1.15
Nb,3,10,1.22
Nb,3,2,1.32
Nb,3,4,1.35
Nb,3,10,1.6
Nb,3,12,1.64
Nb,3,4,1.61
Nb,3,6,1.62
Nb,3,8,2.46
Nb,3,6,2.48
Nb,3,4,3.13
Nb,3,6,3.19
Nb,3,8,3.28
Nb,3,10,3.39
Nb,3,6,3.93
Nb,3,4,3.96
Nb,3,6,4.17
Nb,3,2,4.28
Nb,3,4,4.32
Nb,3,6,4.34
Nb,3,8,4.35
Nb,3,4,4.53
Nb,3,6,4.6
Nb,3,10,5.07
Nb,3,8,5.08
Nb,3,2,5.35
Nb,3,4,5.45
Nb,3,2,7.25
Nb,3,6,7.9
Nb,3,8,8.06
Nb,3,10,8.24
Nb,3,12,8.44
Nb,3,4,8.17
Nb,3,6,8.26
Nb,3,8,8.41
Nb,3,10,8.53
Nb,3,6,8.32
Nb,3,8,8.48
Nb,3,4,8.4
Nb,3,6,8.57
Nb,3,2,8.58
Nb,3,4,8.64
Nb,3,6,8.71
Nb,3,8,8.75
Nb,3,4,8.72
Nb,3,6,8.92
Nb,3,2,8.83
Nb,3,8,8.87
Nb,3,10,9.01
Nb,3,4,9.13
Nb,3,2,9.42
Nb,3,2,9.26
Nb,3,4,9.35
Nb,3,6,9.47
Nb,3,8,9.64
Nb,3,4,9.29
Nb,3,6,9.36
Nb,3,8,9.49
Nb,3,4,9.54
Nb,3,6,9.58
Nb,3,2,9.68
Nb,3,4,9.72
Nb,3,6,9.85
Nb,3,10,9.77
Nb,3,8,9.79
Nb,3,10,10.03
Nb,3,12,10.19
Nb,3,4,10.18
Nb,3,6,10.22
Nb,3,2,10.3
Nb,3,4,10.38
Nb,3,8,10.48
Nb,3,6,10.59
Nb,3,2,12.08
Nb,3,4,12.28
Nb,3,4,12.59
Nb,3,6,12.68
Nb,3,8,12.85
Nb,3,10,13.07
Nb,3,2,12.67
Nb,3,4,12.73
Nb,3,6,12.83
Nb,3,8,12.96
Nb,3,6,13.07
Nb,3,4,13.12
Nb,3,2,13.4
Nb,3,4,13.4
Nb,3,6,13.48
Nb,3,6,13.97
Nb,3,8,14.07
Nb,3,4,14.17
Nb,3,2,14.29
Nb,3,6,14.49
Nb,3,8,14.6
Nb,3,10,14.7
Nb,3,12,14.81
Nb,3,8,14.55
Nb,3,10,14.63
Nb,3,12,14.73
Nb,3,14,14.87
Nb,3,2,14.59
Nb,3,4,14.65
Nb,3,6,14.73
Nb,3,8,14.84
Nb,3,6,14.6
Nb,3,8,14.68
Nb,3,4,14.64
Nb,3,4,15.08
Nb,3,6,15.15
Nb,3,8,15.24
Nb,3,10,15.32
Nb,3,6,14.69
Nb,3,8,14.8
Nb,3,10,14.93
Nb,3,2,14.78
Nb,3,4,15.02
Nb,3,6,14.89
Nb,3,8,15.07
Nb,3,4,14.89
Nb,3,2,14.9
Nb,3,6,15.05
Nb,3,8,14.96
Nb,3,10,15.08
Nb,3,10,15.05
Nb,3,12,15.22
Nb,3,4,15.12
Nb,3,6,15.2
Nb,3,4,15.15
Nb,3,6,15.28
Nb,3,6,15.37
Nb,3,8,15.51
Nb,3,4,15.58
Nb,3,2,15.73
Nb,3,2,15.6
Nb,3,6,15.66
Nb,3,8,15.72
Nb,3,2,15.69
Nb,3,4,15.87
Nb,3,6,15.71
Nb,3,4,15.72
Nb,3,10,15.79
Nb,3,8,15.8
Nb,3,4,15.85
Nb,3,6,15.89
Nb,3,8,15.94
Nb,3,10,16.04
Nb,3,2,15.9
Nb,3,4,15.9
Nb,3,6,16.02
Nb,3,4,15.94
Nb,3,6,15.98
Nb,3,2,16
Nb,3,8,16.08
Nb,3,2,16
Nb,3,4,16.08
Nb,3,4,16.02
Nb,3,6,16.23
Nb,3,6,16.06
Nb,3,8,16.1
Nb,3,6,16.1
Nb,3,2,16.1
Nb,3,4,16.19
Nb,3,2,16.2
Nb,3,4,16.4
Nb,3,8,16.28
Nb,3,10,16.47
Nb,3,10,16.3
Nb,3,8,16.47
Nb,3,4,16.3
Nb,3,6,16.31
Nb,3,12,16.42
Nb,3,14,16.45
Nb,3,10,16.54
Nb,3,12,16.54
Nb,3,8,16.81
Nb,3,6,16.82
Nb,3,4,17.1
Nb,3,6,17.1
Nb,3,2,18.5
Nb,3,4,18.6
Nb,3,6,18.6
Nd,1,9,0
Nd,1,11,0.14
Nd,1,13,0.29
Nd,1,15,0.46
Nd,1,17,0.63
Nd,1,13,0.84
Nd,1,15,1.04
Nd,1,17,1.26
Nd,1,19,1.51
