186.126083	9
186.195175	-27
186.264252	19
186.333344	3
186.402405	-29
186.471481	-45
186.540543	-27
186.609604	-14
186.678665	14
186.747711	4
186.816757	-28
186.885803	-15
186.954834	4
187.023865	3
187.092896	-23
187.161911	-50
187.230927	7
187.299957	10
187.368973	-10
187.437973	-3
187.506973	-28
187.575958	32
187.644943	-40
187.713928	41
187.782913	-23
187.851868	-26
187.920837	-19
187.989792	-60
188.058762	45
188.127716	-47
188.196655	-70
188.26561	-31
188.334549	-53
188.403473	-107
188.472412	-43
188.541336	-91
188.610245	11
188.679153	48
188.748062	23
188.816971	7
188.885864	-43
188.954758	-18
189.023651	-13
189.092529	12
189.161407	-30
189.230286	-29
189.299164	4
189.368027	-56
189.436874	-13
189.505722	13
189.5746	-34
189.643448	-48
189.712265	-9
189.781113	-12
189.849945	-51
189.918762	53
189.987579	11
190.056396	-34
190.125214	37
190.194	105
190.262802	1
190.331604	36
190.400391	-16
190.469177	37
190.537964	-65
190.60672	-39
190.675491	-3
190.744247	8
190.813019	21
190.88176	-20
190.950516	-29
191.019257	-25
191.087997	-9
191.156723	-1
191.225464	61
191.294174	-36
191.3629	12
191.43161	70
191.50032	-30
191.569031	-69
191.637711	-37
191.706436	-58
191.775116	-14
191.843796	-107
191.912476	50
191.981155	-4
192.049805	26
192.118484	7
192.187134	-5
192.255783	-9
192.324432	3
192.393082	-67
192.461716	22
192.53035	-26
192.598969	-26
192.667587	-20
192.736206	-19
192.80481	-101
192.873428	32
192.942032	-61
193.010635	-25
193.079224	-51
193.147812	20
193.216385	2
193.284958	-10
193.353531	18
193.422089	-3
193.490646	12
193.559204	64
193.627747	7
193.696304	-10
193.764847	-13
193.833359	11
193.901901	86
193.970428	50
194.038956	29
194.107468	16
194.17598	-8
194.244476	86
194.312973	47
194.38147	-19
194.449966	6
194.518433	11
194.586914	15
194.65538	20
194.723862	17
194.792313	-24
194.860779	-16
194.929214	18
194.997665	16
195.066116	-17
195.134537	-42
195.202988	35
195.271408	57
195.339813	-21
195.408234	22
195.476654	22
195.545044	-6
195.613449	-1
195.681839	12
195.750229	28
195.818604	-19
195.886978	-48
195.955353	-42
196.023712	19
196.092087	34
196.160461	-37
196.228806	-70
196.29715	-8
196.365494	-26
196.433838	48
196.502151	10
196.57048	34
196.638809	26
196.707123	30
196.775421	34
196.843735	12
196.912033	41
196.980316	96
197.048615	41
197.116882	-24
197.185165	-40
197.253433	63
197.321716	-22
197.389969	25
197.458237	-28
197.526474	29
197.594711	8
197.662949	56
197.731201	29
197.799423	3
197.867645	33
197.935867	23
198.004074	24
198.072281	45
198.140488	8
198.208679	61
198.276871	-2
198.345062	51
198.413239	13
198.48143	43
198.549606	19
198.617767	-14
198.685944	14
198.754074	41
198.822235	124
198.890381	52
198.958511	23
199.026657	78
199.094772	29
199.162903	77
199.231003	0
199.299133	46
199.367218	7
199.435333	45
199.503418	-57
199.571503	-33
199.639587	3
199.707687	-4
199.775757	-21
199.843811	34
199.91188	36
199.979935	52
200.047989	4
200.116028	56
200.184067	1
200.252106	29
200.320145	48
200.388168	35
200.456177	34
200.524185	19
200.592224	-25
200.660217	85
200.72821	-16
200.796204	64
200.864182	42
200.932175	84
201.000137	63
201.0681	23
201.136078	78
201.204041	40
201.271988	8
201.339935	70
201.407883	66
201.475815	124
201.543747	104
201.611664	57
201.679596	75
201.747498	28
201.815414	14
201.883316	37
201.951218	71
202.019119	110
202.08699	104
202.154877	130
202.222763	75
202.290619	76
202.35849	59
202.426346	25
202.494202	-3
202.562042	64
202.629898	48
202.697723	4
202.765549	7
202.833374	9
202.901215	64
202.96904	17
203.03685	-4
203.104645	14
203.17244	1
203.240234	25
203.308029	59
203.375809	105
203.443573	73
203.511353	65
203.579117	17
203.646881	90
203.714615	15
203.782379	57
203.850113	99
203.917862	113
203.98558	39
204.053299	40
204.121033	-15
204.188736	54
204.256439	73
204.324142	88
204.391846	78
204.459549	49
204.527237	109
204.594894	171
204.662582	108
204.73024	96
204.797913	107
204.86557	35
204.933228	24
205.000885	53
205.068527	68
205.136154	44
205.203796	18
205.271408	79
205.33902	87
205.406647	85
205.474258	134
205.541855	196
205.609436	160
205.677032	150
205.744614	75
205.812195	-2
205.879761	42
205.947342	47
206.014908	75
206.082458	104
206.149994	193
206.217545	166
206.28508	48
206.352615	74
206.420135	38
206.487671	45
206.555176	131
206.622681	141
206.690201	67
206.75769	50
206.82518	17
206.89267	-14
206.960159	77
207.027634	60
207.095108	37
207.162567	21
207.230011	33
207.29747	63
207.364944	14
207.432373	55
207.499817	23
207.56723	75
207.634674	26
207.702087	6
207.769485	154
207.836899	48
207.904312	78
207.971695	104
208.039093	167
208.106476	82
208.173843	106
208.241211	38
208.308578	56
208.375946	122
208.443283	77
208.510635	126
208.577988	65
208.645325	47
208.712646	23
208.779984	65
208.84729	95
208.914612	133
208.981918	100
209.04921	92
209.116516	21
209.183807	130
209.251083	129
209.31839	255
209.385666	162
209.452911	135
209.520187	133
209.587433	209
209.654694	164
209.721924	198
209.789169	148
209.8564	125
209.923615	37
209.990845	79
210.05806	137
210.125259	245
210.192459	99
210.259659	115
210.326859	132
210.394043	129
210.461212	113
210.528397	140
210.595551	116
